# Coding: utf-8,
# File format version: 2,
# Title: CAMS McClear v3.5 model of clear-sky irradiation.,
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level assuming clear sky.,
#           Calls on the McClear clear-sky model. Returns the global, beam and diffuse irradiations integrated over a selected time step
#           for a selected location (worldwide coverage) and a selected period.,
# The research leading to these results has received funding from the European Union within the Copernicus programme.,
# Provider: MINES ParisTech (France),
# More information at: http://www.soda-pro.com/web-services/radiation/cams-mcclear,
# Date begin (ISO 8601): 2019-01-01T00:00:00.0,
# Date end (ISO 8601): 2022-01-01T00:00:00.0,
# Latitude (positive North, ISO 19115): 39.9062
# Longitude (positive East, ISO 19115): 116.3913
# Altitude (m): 47.00,
# Time reference: Universal time (UT),
#,
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11),
# CF Standard Names registry of ObservablePropertyValue,
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html,
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6,
# ObservableProperty,
"#     basePhenomenon:""integral_of_surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_wrt_time""",
"#     uom:""Wh m-2"" [unit]",
# StatisticalMeasure,
"#     statisticalFunction: ""sum""",
# Summarization (integration) period: 0 year 0 month 1 day 0 h 0 min 0 s,
# noValue: nan,
# File generated on: 2022-11-10,
#,
# Columns:,
# 1. Observation period (ISO 8601),
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2),
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2),
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2),
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2),
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
#,
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI,
2019-12-26T00:00:00.0/2019-12-27T00:00:00.0;3772.5002;2414.6643;1520.7006;893.9637;4319.6982,
2019-12-27T00:00:00.0/2019-12-28T00:00:00.0;3779.3972;2119.5293;1020.6446;1098.8845;2837.2598,
2019-12-28T00:00:00.0/2019-12-29T00:00:00.0;3787.7834;1939.3876;805.8060;1133.5817;2219.7256,
2019-12-29T00:00:00.0/2019-12-30T00:00:00.0;3797.5730;1566.0421;412.3717;1153.6704;1188.4669,
2019-12-30T00:00:00.0/2019-12-31T00:00:00.0;3808.7454;2905.8694;2321.3010;584.5684;6875.0259,
2019-12-31T00:00:00.0/2020-01-01T00:00:00.0;3821.3574;2714.9460;1918.0939;796.8521;5542.3018,
2020-01-01T00:00:00.0/2020-01-02T00:00:00.0;3835.3408;2273.1558;1251.7000;1021.4558;3455.9470,
2020-01-02T00:00:00.0/2020-01-03T00:00:00.0;3850.7549;2232.7852;1177.5380;1055.2471;3251.4495,
2020-01-03T00:00:00.0/2020-01-04T00:00:00.0;3867.5586;2249.7759;1205.5977;1044.1781;3315.3105,
2020-01-04T00:00:00.0/2020-01-05T00:00:00.0;3885.7178;2428.0911;1476.0774;952.0137;4080.7595,
2020-01-05T00:00:00.0/2020-01-06T00:00:00.0;3905.2913;2147.1609;966.1663;1180.9946;2592.0068,
2020-01-06T00:00:00.0/2020-01-07T00:00:00.0;3926.2344;2149.2041;922.2850;1226.9189;2475.5364,
2020-01-07T00:00:00.0/2020-01-08T00:00:00.0;3948.5391;2704.8972;1980.9492;723.9479;5585.7539,
2020-01-08T00:00:00.0/2020-01-09T00:00:00.0;3972.2322;2674.4001;1831.1968;843.2034;5073.8984,
2020-01-09T00:00:00.0/2020-01-10T00:00:00.0;3997.2441;2266.7878;1110.0520;1156.7358;3010.1213,
2020-01-10T00:00:00.0/2020-01-11T00:00:00.0;4023.5911;2669.9705;1761.8815;908.0889;4853.4941,
2020-01-11T00:00:00.0/2020-01-12T00:00:00.0;4051.2610;2724.5881;1887.0566;837.5314;5181.6182,
2020-01-12T00:00:00.0/2020-01-13T00:00:00.0;4080.2419;2320.7234;1118.7788;1201.9446;2970.8696,
2020-01-13T00:00:00.0/2020-01-14T00:00:00.0;4110.5698;2843.5090;1973.6573;869.8516;5410.2866,
2020-01-14T00:00:00.0/2020-01-15T00:00:00.0;4142.1558;2818.2261;1911.6559;906.5701;5143.2319,
2020-01-15T00:00:00.0/2020-01-16T00:00:00.0;4175.0117;2422.9355;1220.5468;1202.3888;3192.2781,
2020-01-16T00:00:00.0/2020-01-17T00:00:00.0;4209.2090;2524.6011;1396.8434;1127.7576;3611.7627,
2020-01-17T00:00:00.0/2020-01-18T00:00:00.0;4244.5972;2253.3689;978.6310;1274.7378;2488.5371,
2020-01-18T00:00:00.0/2020-01-19T00:00:00.0;4281.2651;1967.0940;594.9151;1372.1788;1517.4907,
2020-01-19T00:00:00.0/2020-01-20T00:00:00.0;4319.1167;2636.6018;1387.1714;1249.4304;3606.8298,
2020-01-20T00:00:00.0/2020-01-21T00:00:00.0;4358.2178;3188.3418;2480.1196;708.2223;6572.5088,
2020-01-21T00:00:00.0/2020-01-22T00:00:00.0;4398.4629;2342.4165;1007.4192;1334.9974;2493.2349,
2020-01-22T00:00:00.0/2020-01-23T00:00:00.0;4439.9321;2231.4207;842.2439;1389.1768;2067.7812,
2020-01-23T00:00:00.0/2020-01-24T00:00:00.0;4482.5864;2865.9177;1799.2921;1066.6256;4506.2856,
2020-01-24T00:00:00.0/2020-01-25T00:00:00.0;4526.3110;2390.9910;1000.8010;1390.1901;2432.7771,
2020-01-25T00:00:00.0/2020-01-26T00:00:00.0;4571.1987;2348.0212;935.3535;1412.6677;2267.1548,
2020-01-26T00:00:00.0/2020-01-27T00:00:00.0;4617.1777;2319.2551;864.5751;1454.6801;2073.0181,
2020-01-27T00:00:00.0/2020-01-28T00:00:00.0;4664.2285;2083.0752;619.4548;1463.6204;1461.2057,
2020-01-28T00:00:00.0/2020-01-29T00:00:00.0;4712.3691;1856.7701;438.2470;1418.5231;1032.7712,
2020-01-29T00:00:00.0/2020-01-30T00:00:00.0;4761.4893;2734.2542;1337.0892;1397.1649;3179.6501,
2020-01-30T00:00:00.0/2020-01-31T00:00:00.0;4811.6553;2605.7180;1163.3409;1442.3771;2754.5757,
2020-01-31T00:00:00.0/2020-02-01T00:00:00.0;4862.8071;2693.2080;1262.7422;1430.4658;2982.1758,
2020-02-01T00:00:00.0/2020-02-02T00:00:00.0;4914.9219;3198.2107;2021.1956;1177.0151;4772.3467,
2020-02-02T00:00:00.0/2020-02-03T00:00:00.0;4968.0205;2685.1860;1154.1893;1530.9967;2815.1809,
2020-02-03T00:00:00.0/2020-02-04T00:00:00.0;5022.0083;3359.2776;2197.5337;1161.7439;5200.5078,
2020-02-04T00:00:00.0/2020-02-05T00:00:00.0;5076.8901;3495.3503;2393.6196;1101.7307;5533.3857,
2020-02-05T00:00:00.0/2020-02-06T00:00:00.0;5132.6416;2911.1096;1391.9419;1519.1676;3122.0947,
2020-02-06T00:00:00.0/2020-02-07T00:00:00.0;5189.2388;3113.2036;1662.6168;1450.5868;3673.0234,
2020-02-07T00:00:00.0/2020-02-08T00:00:00.0;5246.7065;2935.0342;1386.6355;1548.3987;3105.3066,
2020-02-08T00:00:00.0/2020-02-09T00:00:00.0;5304.9380;3680.4514;2629.1479;1051.3036;5920.3389,
2020-02-09T00:00:00.0/2020-02-10T00:00:00.0;5363.9805;3131.4785;1611.1262;1520.3523;3484.6780,
2020-02-10T00:00:00.0/2020-02-11T00:00:00.0;5423.7437;3161.5229;1587.6136;1573.9092;3432.8938,
2020-02-11T00:00:00.0/2020-02-12T00:00:00.0;5484.2300;2586.4382;864.5222;1721.9160;1819.5980,
2020-02-12T00:00:00.0/2020-02-13T00:00:00.0;5545.4644;2427.4307;685.2794;1742.1512;1420.1581,
2020-02-13T00:00:00.0/2020-02-14T00:00:00.0;5607.3350;2126.1091;404.1604;1721.9487;839.8425,
2020-02-14T00:00:00.0/2020-02-15T00:00:00.0;5669.8931;3565.0850;2123.9634;1441.1217;4457.5630,
2020-02-15T00:00:00.0/2020-02-16T00:00:00.0;5733.0410;3919.7495;2673.2603;1246.4894;5934.9014,
2020-02-16T00:00:00.0/2020-02-17T00:00:00.0;5796.7891;4297.7227;3436.2617;861.4610;7745.4512,
2020-02-17T00:00:00.0/2020-02-18T00:00:00.0;5861.1479;4342.5347;3487.7170;854.8175;7653.9053,
2020-02-18T00:00:00.0/2020-02-19T00:00:00.0;5926.0698;3960.7100;2627.2981;1333.4120;5436.1123,
2020-02-19T00:00:00.0/2020-02-20T00:00:00.0;5991.4688;2980.8088;1048.9825;1931.8264;2070.9619,
2020-02-20T00:00:00.0/2020-02-21T00:00:00.0;6057.3501;2851.9050;840.2789;2011.6261;1633.8458,
2020-02-21T00:00:00.0/2020-02-22T00:00:00.0;6123.7485;3313.1489;1313.4062;1999.7427;2901.6213,
2020-02-22T00:00:00.0/2020-02-23T00:00:00.0;6190.5366;4711.6216;3895.7444;815.8769;8104.0718,
2020-02-23T00:00:00.0/2020-02-24T00:00:00.0;6257.8130;3791.3735;2067.0483;1724.3251;4050.7754,
2020-02-24T00:00:00.0/2020-02-25T00:00:00.0;6325.4067;2922.6296;720.9397;2201.6899;1376.5165,
2020-02-25T00:00:00.0/2020-02-26T00:00:00.0;6393.3770;3127.9922;977.7527;2150.2393;1840.7345,
2020-02-26T00:00:00.0/2020-02-27T00:00:00.0;6461.6514;3346.3914;1271.3364;2075.0549;2390.1404,
2020-02-27T00:00:00.0/2020-02-28T00:00:00.0;6530.2061;3323.3931;1059.8751;2263.5178;1999.3250,
2020-02-28T00:00:00.0/2020-02-29T00:00:00.0;6599.0801;3098.7334;907.7623;2190.9712;1668.5248,
2020-02-29T00:00:00.0/2020-03-01T00:00:00.0;6668.1460;2968.7170;668.8867;2299.8303;1300.8719,
2020-03-01T00:00:00.0/2020-03-02T00:00:00.0;6737.4751;4937.4180;3858.6724;1078.7456;7573.7500,
2020-03-02T00:00:00.0/2020-03-03T00:00:00.0;6806.9854;4407.2012;2675.1145;1732.0865;5110.0532,
2020-03-03T00:00:00.0/2020-03-04T00:00:00.0;6876.6709;5226.0498;4271.1118;954.9379;8576.1221,
2020-03-04T00:00:00.0/2020-03-05T00:00:00.0;6946.4399;5393.3379;4504.6978;888.6405;8684.7354,
2020-03-05T00:00:00.0/2020-03-06T00:00:00.0;7016.3721;4492.0366;2651.1567;1840.8798;4803.1133,
2020-03-06T00:00:00.0/2020-03-07T00:00:00.0;7086.3730;3482.8960;1011.2205;2471.6755;1874.4365,
2020-03-07T00:00:00.0/2020-03-08T00:00:00.0;7156.4111;4867.9727;3283.4199;1584.5527;5828.2363,
2020-03-08T00:00:00.0/2020-03-09T00:00:00.0;7226.5132;2833.8455;557.6844;2276.1611;993.5455,
2020-03-09T00:00:00.0/2020-03-10T00:00:00.0;7296.5942;4625.4634;2574.3940;2051.0693;4801.9209,
2020-03-10T00:00:00.0/2020-03-11T00:00:00.0;7366.7026;5646.0151;4667.2891;978.7261;8545.8408,
2020-03-11T00:00:00.0/2020-03-12T00:00:00.0;7436.7319;4598.0522;2356.8279;2241.2244;4077.5088,
2020-03-12T00:00:00.0/2020-03-13T00:00:00.0;7506.7554;4856.8491;2711.7053;2145.1438;5018.2593,
2020-03-13T00:00:00.0/2020-03-14T00:00:00.0;7576.6865;5939.0513;4930.6201;1008.4312;9165.2812,
2020-03-14T00:00:00.0/2020-03-15T00:00:00.0;7646.4888;5888.3452;5031.1709;857.1742;9381.8291,
2020-03-15T00:00:00.0/2020-03-16T00:00:00.0;7716.2007;5806.9434;4868.8887;938.0544;8782.8486,
2020-03-16T00:00:00.0/2020-03-17T00:00:00.0;7785.7222;5521.6538;3941.6646;1579.9891;6878.2412,
2020-03-17T00:00:00.0/2020-03-18T00:00:00.0;7855.1680;5595.6094;4061.0317;1534.5774;6946.8643,
2020-03-18T00:00:00.0/2020-03-19T00:00:00.0;7924.3730;4949.8813;2394.7344;2555.1470;4220.4409,
2020-03-19T00:00:00.0/2020-03-20T00:00:00.0;7993.3354;6091.1685;5021.5718;1069.5970;8354.1885,
2020-03-20T00:00:00.0/2020-03-21T00:00:00.0;8062.1011;4559.2700;1719.2908;2839.9792;2775.5750,
2020-03-21T00:00:00.0/2020-03-22T00:00:00.0;8130.5620;5248.0464;2930.9294;2317.1167;5139.1147,
2020-03-22T00:00:00.0/2020-03-23T00:00:00.0;8198.8008;6102.3745;4865.2920;1237.0829;8576.5996,
2020-03-23T00:00:00.0/2020-03-24T00:00:00.0;8266.7285;5875.9458;4442.1455;1433.8004;7163.2876,
2020-03-24T00:00:00.0/2020-03-25T00:00:00.0;8334.2998;4441.8188;1525.2115;2916.6072;2375.9395,
2020-03-25T00:00:00.0/2020-03-26T00:00:00.0;8401.5732;4303.2437;1332.4713;2970.7722;2163.9714,
2020-03-26T00:00:00.0/2020-03-27T00:00:00.0;8468.4736;6076.4028;4466.7388;1609.6641;7820.4375,
2020-03-27T00:00:00.0/2020-03-28T00:00:00.0;8534.9668;6674.9722;5314.6479;1360.3241;9107.5488,
2020-03-28T00:00:00.0/2020-03-29T00:00:00.0;8601.0908;6482.7212;5117.4771;1365.2443;8286.0107,
2020-03-29T00:00:00.0/2020-03-30T00:00:00.0;8666.7539;5106.0806;2391.6008;2714.4800;3731.3291,
2020-03-30T00:00:00.0/2020-03-31T00:00:00.0;8732.0254;5065.0605;2221.7375;2843.3232;3436.9265,
2020-03-31T00:00:00.0/2020-04-01T00:00:00.0;8796.8281;4861.4697;1900.7533;2960.7163;2981.8938,
2020-04-01T00:00:00.0/2020-04-02T00:00:00.0;8861.1318;6103.2905;3915.1504;2188.1401;6263.1680,
2020-04-02T00:00:00.0/2020-04-03T00:00:00.0;8924.9775;7003.8770;5869.1812;1134.6953;9877.3447,
2020-04-03T00:00:00.0/2020-04-04T00:00:00.0;8988.2764;6925.3828;5815.4829;1109.9003;9670.8086,
2020-04-04T00:00:00.0/2020-04-05T00:00:00.0;9051.1006;6634.1045;4938.8887;1695.2155;7803.3721,
2020-04-05T00:00:00.0/2020-04-06T00:00:00.0;9113.3750;6132.7876;4001.2371;2131.5505;6073.9707,
2020-04-06T00:00:00.0/2020-04-07T00:00:00.0;9175.0811;5643.9106;2991.6716;2652.2390;4551.1250,
2020-04-07T00:00:00.0/2020-04-08T00:00:00.0;9236.2471;5731.5601;3005.9622;2725.5979;4584.9170,
2020-04-08T00:00:00.0/2020-04-09T00:00:00.0;9296.8076;5669.9214;2906.8733;2763.0483;4280.6079,
2020-04-09T00:00:00.0/2020-04-10T00:00:00.0;9356.8115;5827.5029;3146.3882;2681.1147;4702.3765,
2020-04-10T00:00:00.0/2020-04-11T00:00:00.0;9416.1797;5668.4858;2837.2771;2831.2087;4617.3032,
2020-04-11T00:00:00.0/2020-04-12T00:00:00.0;9474.9717;7184.3623;5834.0068;1350.3557;9285.9883,
2020-04-12T00:00:00.0/2020-04-13T00:00:00.0;9533.0996;7271.0806;5970.1504;1300.9301;9365.0771,
2020-04-13T00:00:00.0/2020-04-14T00:00:00.0;9590.6309;7029.4863;5282.6567;1746.8293;8013.8174,
2020-04-14T00:00:00.0/2020-04-15T00:00:00.0;9647.4756;6020.9575;3320.2832;2700.6746;4819.0464,
2020-04-15T00:00:00.0/2020-04-16T00:00:00.0;9703.7021;5276.2891;1954.8794;3321.4097;2789.6243,
2020-04-16T00:00:00.0/2020-04-17T00:00:00.0;9759.2188;5705.3203;2383.6104;3321.7097;3640.6401,
2020-04-17T00:00:00.0/2020-04-18T00:00:00.0;9814.0879;6726.8569;4657.0508;2069.8064;6900.0425,
2020-04-18T00:00:00.0/2020-04-19T00:00:00.0;9868.2344;6487.6099;4066.3528;2421.2573;5796.6074,
2020-04-19T00:00:00.0/2020-04-20T00:00:00.0;9921.7021;5773.0449;2442.2451;3330.8000;3994.0579,
2020-04-20T00:00:00.0/2020-04-21T00:00:00.0;9974.4365;7729.2808;6359.0620;1370.2188;9970.5244,
2020-04-21T00:00:00.0/2020-04-22T00:00:00.0;10026.4336;7992.2944;6623.0571;1369.2373;10498.1250,
2020-04-22T00:00:00.0/2020-04-23T00:00:00.0;10077.7393;8078.5103;7024.3252;1054.1846;11104.3369,
2020-04-23T00:00:00.0/2020-04-24T00:00:00.0;10128.2656;7892.3433;6514.0928;1378.2506;9936.4277,
2020-04-24T00:00:00.0/2020-04-25T00:00:00.0;10178.0283;7449.7153;5322.1196;2127.5959;7855.4185,
2020-04-25T00:00:00.0/2020-04-26T00:00:00.0;10227.0752;7733.5854;6240.8594;1492.7258;9477.6719,
2020-04-26T00:00:00.0/2020-04-27T00:00:00.0;10275.3115;7626.0337;6088.1304;1537.9031;8845.0713,
2020-04-27T00:00:00.0/2020-04-28T00:00:00.0;10322.7607;7091.4194;4737.8120;2353.6077;7034.0029,
2020-04-28T00:00:00.0/2020-04-29T00:00:00.0;10369.4619;7222.7578;4907.3247;2315.4329;6985.9175,
2020-04-29T00:00:00.0/2020-04-30T00:00:00.0;10415.3350;6723.4663;3695.2961;3028.1704;5183.4873,
2020-04-30T00:00:00.0/2020-05-01T00:00:00.0;10460.3994;6572.8857;3486.9255;3085.9600;4991.9302,
2020-05-01T00:00:00.0/2020-05-02T00:00:00.0;10504.6494;6774.6343;3884.8376;2889.7969;5433.3184,
2020-05-02T00:00:00.0/2020-05-03T00:00:00.0;10548.1221;6244.8691;2937.3489;3307.5203;3989.5540,
2020-05-03T00:00:00.0/2020-05-04T00:00:00.0;10590.7412;5454.0479;1601.0205;3853.0276;2224.4258,
2020-05-04T00:00:00.0/2020-05-05T00:00:00.0;10632.5303;6777.9180;3616.6741;3161.2437;5213.8198,
2020-05-05T00:00:00.0/2020-05-06T00:00:00.0;10673.4844;7479.3403;5174.3491;2304.9912;7294.5537,
2020-05-06T00:00:00.0/2020-05-07T00:00:00.0;10713.5986;6895.5562;3853.8162;3041.7400;5347.9102,
2020-05-07T00:00:00.0/2020-05-08T00:00:00.0;10752.8701;6241.6704;2514.7476;3726.9229;3399.3721,
2020-05-08T00:00:00.0/2020-05-09T00:00:00.0;10791.2930;6751.7012;3342.8293;3408.8716;4668.6479,
2020-05-09T00:00:00.0/2020-05-10T00:00:00.0;10828.8662;6556.9233;3069.6487;3487.2749;4217.4009,
2020-05-10T00:00:00.0/2020-05-11T00:00:00.0;10865.5830;7745.8188;4995.8481;2749.9712;7346.5684,
2020-05-11T00:00:00.0/2020-05-12T00:00:00.0;10901.4414;8293.5518;6668.2451;1625.3065;9914.1113,
2020-05-12T00:00:00.0/2020-05-13T00:00:00.0;10936.4365;8487.2715;7277.6562;1209.6154;10690.7773,
2020-05-13T00:00:00.0/2020-05-14T00:00:00.0;10970.5312;7711.1890;5391.7925;2319.3965;7397.8521,
2020-05-14T00:00:00.0/2020-05-15T00:00:00.0;11003.7930;6958.5146;3946.2710;3012.2437;5227.7202,
2020-05-15T00:00:00.0/2020-05-16T00:00:00.0;11036.1865;5357.2837;1415.1119;3942.1716;1853.3046,
2020-05-16T00:00:00.0/2020-05-17T00:00:00.0;11067.6924;5240.7881;1344.3120;3896.4763;1890.2888,
2020-05-17T00:00:00.0/2020-05-18T00:00:00.0;11098.3145;6345.0083;2391.4192;3953.5891;3784.9917,
2020-05-18T00:00:00.0/2020-05-19T00:00:00.0;11128.0479;8256.9199;6217.6353;2039.2853;9460.4785,
2020-05-19T00:00:00.0/2020-05-20T00:00:00.0;11156.8584;8245.3418;6763.6719;1481.6700;9457.2217,
2020-05-20T00:00:00.0/2020-05-21T00:00:00.0;11184.8154;7317.2739;4479.3105;2837.9631;5980.9624,
2020-05-21T00:00:00.0/2020-05-22T00:00:00.0;11211.8691;6774.1895;3056.7676;3717.4221;4342.1558,
2020-05-22T00:00:00.0/2020-05-23T00:00:00.0;11238.0166;8014.9072;6155.3530;1859.5543;8336.4707,
2020-05-23T00:00:00.0/2020-05-24T00:00:00.0;11263.2031;8228.3184;6405.9497;1822.3682;9678.0146,
2020-05-24T00:00:00.0/2020-05-25T00:00:00.0;11287.5537;8323.0713;6811.4878;1511.5830;9576.8301,
2020-05-25T00:00:00.0/2020-05-26T00:00:00.0;11310.9844;7482.2271;4541.9116;2940.3157;6554.7388,
2020-05-26T00:00:00.0/2020-05-27T00:00:00.0;11333.4824;8430.7041;6817.1543;1613.5494;9612.4248,
2020-05-27T00:00:00.0/2020-05-28T00:00:00.0;11355.0850;8395.5830;6728.6118;1666.9711;9614.6348,
2020-05-28T00:00:00.0/2020-05-29T00:00:00.0;11375.7422;7520.2705;4455.3145;3064.9561;6023.3018,
2020-05-29T00:00:00.0/2020-05-30T00:00:00.0;11395.4844;6976.9590;3586.8416;3390.1174;4733.4844,
2020-05-30T00:00:00.0/2020-05-31T00:00:00.0;11414.3105;6760.5288;3156.9036;3603.6252;4047.3088,
2020-05-31T00:00:00.0/2020-06-01T00:00:00.0;11432.2305;8028.2793;5335.9380;2692.3418;8087.4746,
2020-06-01T00:00:00.0/2020-06-02T00:00:00.0;11449.1758;7618.1694;4835.6597;2782.5095;6113.3628,
2020-06-02T00:00:00.0/2020-06-03T00:00:00.0;11465.2295;7740.1035;4737.1343;3002.9692;6165.7119,
2020-06-03T00:00:00.0/2020-06-04T00:00:00.0;11480.3818;7867.5806;4871.9185;2995.6621;6674.9082,
2020-06-04T00:00:00.0/2020-06-05T00:00:00.0;11494.5469;7990.3706;5486.0815;2504.2891;7294.0098,
2020-06-05T00:00:00.0/2020-06-06T00:00:00.0;11507.8242;7880.4409;5167.3975;2713.0439;7117.5132,
2020-06-06T00:00:00.0/2020-06-07T00:00:00.0;11520.1611;7591.9727;4641.4653;2950.5076;6168.8599,
2020-06-07T00:00:00.0/2020-06-08T00:00:00.0;11531.5742;7408.8569;4177.4849;3231.3716;5741.3818,
2020-06-08T00:00:00.0/2020-06-09T00:00:00.0;11542.0664;7742.2017;5001.2476;2740.9541;6542.7959,
2020-06-09T00:00:00.0/2020-06-10T00:00:00.0;11551.5908;6032.4165;1793.2839;4239.1323;2326.2205,
2020-06-10T00:00:00.0/2020-06-11T00:00:00.0;11560.2246;7287.4443;3853.7473;3433.6970;5155.6519,
2020-06-11T00:00:00.0/2020-06-12T00:00:00.0;11567.8887;6373.3853;2312.9893;4060.3960;3019.3826,
2020-06-12T00:00:00.0/2020-06-13T00:00:00.0;11574.6650;7170.1143;3705.4707;3464.6436;4837.0205,
2020-06-13T00:00:00.0/2020-06-14T00:00:00.0;11580.4736;6841.1753;2968.6389;3872.5364;4863.2671,
2020-06-14T00:00:00.0/2020-06-15T00:00:00.0;11585.3975;8871.8584;7681.1592;1190.6989;11085.0703,
2020-06-15T00:00:00.0/2020-06-16T00:00:00.0;11589.3545;8536.6943;6829.5757;1707.1185;9522.4121,
2020-06-16T00:00:00.0/2020-06-17T00:00:00.0;11592.3760;8017.4829;5607.9141;2409.5688;7740.7988,
2020-06-17T00:00:00.0/2020-06-18T00:00:00.0;11594.5117;8084.0942;5861.0908;2223.0037;7993.5566,
2020-06-18T00:00:00.0/2020-06-19T00:00:00.0;11595.6846;7353.5161;4017.8701;3335.6460;5231.8413,
2020-06-19T00:00:00.0/2020-06-20T00:00:00.0;11595.9238;7297.9316;3908.5691;3389.3623;5155.7119,
2020-06-20T00:00:00.0/2020-06-21T00:00:00.0;11595.2520;6970.7129;3151.6951;3819.0178;4245.4424,
2020-06-21T00:00:00.0/2020-06-22T00:00:00.0;11593.6582;7420.7373;4201.7808;3218.9563;5601.9438,
2020-06-22T00:00:00.0/2020-06-23T00:00:00.0;11591.1357;7026.4746;3346.2383;3680.2363;4397.3301,
2020-06-23T00:00:00.0/2020-06-24T00:00:00.0;11587.6865;6833.6401;2862.6875;3970.9526;3697.2869,
2020-06-24T00:00:00.0/2020-06-25T00:00:00.0;11583.2969;6601.8716;2599.3301;4002.5415;3312.9033,
2020-06-25T00:00:00.0/2020-06-26T00:00:00.0;11578.0176;6327.6909;2095.1458;4232.5454;2733.0881,
2020-06-26T00:00:00.0/2020-06-27T00:00:00.0;11571.7842;6907.4160;3108.7781;3798.6382;4048.3142,
2020-06-27T00:00:00.0/2020-06-28T00:00:00.0;11564.6836;6443.1099;2414.4829;4028.6270;3123.8713,
2020-06-28T00:00:00.0/2020-06-29T00:00:00.0;11556.6641;6491.8965;2375.7185;4116.1782;3100.2522,
2020-06-29T00:00:00.0/2020-06-30T00:00:00.0;11547.7090;6874.8354;2959.4031;3915.4324;4011.3420,
2020-06-30T00:00:00.0/2020-07-01T00:00:00.0;11537.8799;7598.2529;4678.5669;2919.6858;6319.2593,
2020-07-01T00:00:00.0/2020-07-02T00:00:00.0;11527.1143;7227.3057;3960.4597;3266.8459;5129.8413,
2020-07-02T00:00:00.0/2020-07-03T00:00:00.0;11515.4814;6466.3960;2318.5562;4147.8398;2952.6731,
2020-07-03T00:00:00.0/2020-07-04T00:00:00.0;11502.9160;6690.8428;2693.4854;3997.3574;3513.2034,
2020-07-04T00:00:00.0/2020-07-05T00:00:00.0;11489.4824;6719.2651;2714.7249;4004.5403;3585.0979,
2020-07-05T00:00:00.0/2020-07-06T00:00:00.0;11475.1270;7215.8008;3813.2791;3402.5217;5145.4062,
2020-07-06T00:00:00.0/2020-07-07T00:00:00.0;11459.8457;7695.4331;5063.9575;2631.4758;6916.5337,
2020-07-07T00:00:00.0/2020-07-08T00:00:00.0;11443.7559;7803.9907;5533.8154;2270.1755;7471.2466,
2020-07-08T00:00:00.0/2020-07-09T00:00:00.0;11426.7344;6795.8989;3120.9207;3674.9783;4007.9878,
2020-07-09T00:00:00.0/2020-07-10T00:00:00.0;11408.8330;6436.8794;2204.0166;4232.8628;2980.6030,
2020-07-10T00:00:00.0/2020-07-11T00:00:00.0;11390.0654;6606.4058;2818.2351;3788.1704;3596.8359,
2020-07-11T00:00:00.0/2020-07-12T00:00:00.0;11370.4062;5838.9136;1580.0631;4258.8506;2009.5355,
2020-07-12T00:00:00.0/2020-07-13T00:00:00.0;11349.8535;6335.9102;2171.5410;4164.3691;3002.5801,
2020-07-13T00:00:00.0/2020-07-14T00:00:00.0;11328.4951;7239.6704;4062.7625;3176.9082;5478.0610,
2020-07-14T00:00:00.0/2020-07-15T00:00:00.0;11306.2256;7274.7329;4139.6895;3135.0435;5654.2065,
2020-07-15T00:00:00.0/2020-07-16T00:00:00.0;11283.0693;7599.6953;5110.3174;2489.3779;6865.6104,
2020-07-16T00:00:00.0/2020-07-17T00:00:00.0;11259.1006;6618.8135;2887.3379;3731.4753;3753.0693,
2020-07-17T00:00:00.0/2020-07-18T00:00:00.0;11234.2803;6338.3584;2329.1785;4009.1797;3060.3538,
2020-07-18T00:00:00.0/2020-07-19T00:00:00.0;11208.6123;6010.3296;1840.6348;4169.6953;2526.2068,
2020-07-19T00:00:00.0/2020-07-20T00:00:00.0;11182.0703;7811.6499;5559.3892;2252.2605;8003.9209,
2020-07-20T00:00:00.0/2020-07-21T00:00:00.0;11154.6807;7568.6875;5070.5415;2498.1462;6966.2822,
2020-07-21T00:00:00.0/2020-07-22T00:00:00.0;11126.4883;7196.8857;4190.8589;3006.0271;5858.4878,
2020-07-22T00:00:00.0/2020-07-23T00:00:00.0;11097.4814;7241.0063;4322.8765;2918.1301;5942.4912,
2020-07-23T00:00:00.0/2020-07-24T00:00:00.0;11067.6162;7427.5459;4694.6567;2732.8892;6681.6602,
2020-07-24T00:00:00.0/2020-07-25T00:00:00.0;11036.9287;7793.9561;5874.8887;1919.0670;8268.1084,
